Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,05/08/2023,"IC* FRYS DEL VIA INS HTTPSDELIVERY CA        05/07",-108.69,DEBIT_CARD,3206.36,,
DEBIT,05/08/2023,"GRUBHUBBOSADONUTS GRUBHUB.COM NY             05/07",-24.40,DEBIT_CARD,3315.05,,
DEBIT,05/08/2023,"Autosave General Saving 11398941567",-430.00,ACCT_XFER,3339.45,,
DEBIT,05/08/2023,"JOLIES PLACE CHANDLER AZ                     05/05",-105.00,DEBIT_CARD,3769.45,,
DEBIT,05/08/2023,"APPLE.COM/BILL 866-712-7753 CA               05/05",-20.45,DEBIT_CARD,3874.45,,
DEBIT,05/08/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        05/05",-56.21,DEBIT_CARD,3894.90,,
DEBIT,05/08/2023,"BURGER KING #11462 Q07 GILBERT AZ            05/04",-12.81,DEBIT_CARD,3951.11,,
DEBIT,05/08/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  315081  05/05",40.00,DEBIT_CARD,3963.92,,
DEBIT,05/05/2023,"CULTS3D          IAT PAYPAL 1026833877747   WEB ID: 770510487C",-4.75,ACH_DEBIT,3923.92,,
DEBIT,05/05/2023,"THE VAPE LAB CHANDLER AZ                     05/04",-70.44,DEBIT_CARD,3928.67,,
DEBIT,05/05/2023,"JOLIES PLACE CHANDLER AZ                     05/03",-60.75,DEBIT_CARD,3999.11,,
CREDIT,05/05/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111101",2944.12,ACH_CREDIT,4059.86,,
DEBIT,05/04/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-14.11,ACH_DEBIT,1115.74,,
DEBIT,05/04/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-206.00,ACH_DEBIT,1129.85,,
DEBIT,05/03/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        05/03",-10.55,DEBIT_CARD,1335.85,,
DEBIT,05/02/2023,"IC* INSTACART 888-246-7822 CA                05/02",-157.91,DEBIT_CARD,1346.40,,
DEBIT,05/01/2023,"CALENDLY HTTPSCALENDLY GA                    04/30",-10.71,DEBIT_CARD,1504.31,,
DEBIT,05/01/2023,"GRUBHUBBOSADONUTS GRUBHUB.COM NY             05/01",-21.41,DEBIT_CARD,1515.02,,
DEBIT,05/01/2023,"METAPAY*Jessica Pugh pay.fb.com CA           04/30",-4.00,DEBIT_CARD,1536.43,,
DEBIT,05/01/2023,"JOLIES PLACE CHANDLER AZ                     04/28",-17.05,DEBIT_CARD,1540.43,,
DEBIT,05/01/2023,"JOLIES PLACE CHANDLER AZ                     04/28",-67.25,DEBIT_CARD,1557.48,,
DEBIT,05/01/2023,"JOLIES PLACE CHANDLER AZ                     04/28",-20.00,DEBIT_CARD,1624.73,,
DEBIT,05/01/2023,"JOLIES PLACE CHANDLER AZ                     04/28",-9.75,DEBIT_CARD,1644.73,,
DEBIT,05/01/2023,"GRUBHUBTROPICALSMOOTH GRUBHUB.COM NY         04/29",-31.76,DEBIT_CARD,1654.48,,
DEBIT,05/01/2023,"BURGER KING #11462 Q07 GILBERT AZ            04/27",-11.87,DEBIT_CARD,1686.24,,
CREDIT,05/01/2023,"Online Transfer from SAV ...8306 transaction#: 17227275724",1500.00,ACCT_XFER,1698.11,,
DEBIT,04/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,198.11,,
DEBIT,04/27/2023,"IC* INSTACART 888-246-7822 CA                04/26",-88.64,DEBIT_CARD,350.32,,
DEBIT,04/25/2023,"APPLE.COM/BILL 866-712-7753 CA               04/25",-7.54,DEBIT_CARD,438.96,,
DEBIT,04/25/2023,"APPLE.COM/BILL 866-712-7753 CA               04/24",-33.40,DEBIT_CARD,446.50,,
DEBIT,04/24/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,479.90,,
DEBIT,04/24/2023,"VENMO            PAYMENT    1026592424912   WEB ID: 3264681992",-35.00,ACH_DEBIT,482.90,,
DEBIT,04/24/2023,"SHELL OIL 57442011003 SUN LAKES AZ           04/23",-20.18,DEBIT_CARD,517.90,,
DEBIT,04/24/2023,"RF *CARING FOR FAMIL 575-640-4329 AZ         04/23",-125.00,DEBIT_CARD,538.08,,
DEBIT,04/24/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          04/23",-10.00,DEBIT_CARD,663.08,,
DEBIT,04/24/2023,"IC* INSTACART 888-246-7822 CA                04/23",-250.98,DEBIT_CARD,673.08,,
DEBIT,04/24/2023,"GEICO  *AUTO 800-841-3000 DC                 04/23",-112.57,DEBIT_CARD,924.06,,
DEBIT,04/24/2023,"HARKINS TEMPE MRKETPLAC TEMPE AZ             04/22",-9.50,DEBIT_CARD,1036.63,,
DEBIT,04/24/2023,"HARKINS TEMPE MRKETPLAC TEMPE AZ             04/22",-25.00,DEBIT_CARD,1046.13,,
DEBIT,04/24/2023,"SHELL SERVICE STATION CHANDLER AZ    428349  04/22",-30.26,DEBIT_CARD,1071.13,,
DEBIT,04/24/2023,"Payment to Chase card ending in 9901 04/24",-1571.95,ACCT_XFER,1101.39,,
DEBIT,04/24/2023,"NON-CHASE ATM WITHDRAW               043404  04/225040 WEST",-103.00,ATM,2673.34,,
DEBIT,04/24/2023,"WHP-RIZZO'S PIZZA CHANDLER AZ                04/22",-12.00,DEBIT_CARD,2776.34,,
DEBIT,04/24/2023,"QT 442 OUTSIDE CHANDLER AZ           270089  04/22",-57.19,DEBIT_CARD,2788.34,,
DEBIT,04/24/2023,"LITTLE CA 401 N ARIZON CHANDLER AZ           04/22",-12.41,DEBIT_CARD,2845.53,,
DEBIT,04/24/2023,"Autosave General Saving 11393399280",-430.00,ACCT_XFER,2857.94,,
DEBIT,04/24/2023,"JOLIES PLACE CHANDLER AZ                     04/21",-8.50,DEBIT_CARD,3287.94,,
DEBIT,04/24/2023,"JOLIES PLACE CHANDLER AZ                     04/21",-9.00,DEBIT_CARD,3296.44,,
DEBIT,04/24/2023,"TACO BELL 037573 CHANDLER AZ                 04/21",-9.00,DEBIT_CARD,3305.44,,
DEBIT,04/24/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           04/21",-40.17,DEBIT_CARD,3314.44,,
DEBIT,04/21/2023,"GRUBHUBTROPICALSMOOTH GRUBHUB.COM NY         04/20",-28.31,DEBIT_CARD,3354.61,,
CREDIT,04/21/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2944.12,ACH_CREDIT,3382.92,,
DEBIT,04/20/2023,"GRUBHUBTROPICALSMOOTH GRUBHUB.COM NY         04/20",-66.89,DEBIT_CARD,438.80,,
DEBIT,04/20/2023,"GRUBHUBBLACKBEARDINER GRUBHUB.COM NY         04/19",-37.31,DEBIT_CARD,505.69,,
DEBIT,04/19/2023,"APPLE.COM/BILL 866-712-7753 CA               04/19",-17.24,DEBIT_CARD,543.00,,
DEBIT,04/19/2023,"AAA MEMBERSHIP 800-922-8228 CA               04/18",-59.99,DEBIT_CARD,560.24,,
DEBIT,04/19/2023,"JOLIES PLACE CHANDLER AZ                     04/17",-66.96,DEBIT_CARD,620.23,,
DEBIT,04/19/2023,"JOLIES PLACE CHANDLER AZ                     04/17",-6.75,DEBIT_CARD,687.19,,
DEBIT,04/19/2023,"JOLIES PLACE CHANDLER AZ                     04/17",-16.00,DEBIT_CARD,693.94,,
DEBIT,04/18/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        04/17",-51.10,DEBIT_CARD,709.94,,
DEBIT,04/18/2023,"APPLE.COM/BILL 866-712-7753 CA               04/18",-2.15,DEBIT_CARD,761.04,,
DEBIT,04/18/2023,"GRUBHUBNEKTERJUICEBAR GRUBHUB.COM NY         04/17",-45.01,DEBIT_CARD,763.19,,
DEBIT,04/18/2023,"UHI*U-HAULFAST & EZ SEL CHANDLER AZ          04/15",-122.79,DEBIT_CARD,808.20,,
DEBIT,04/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           04/17",-75.45,DEBIT_CARD,930.99,,
DEBIT,04/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,1006.44,,
DEBIT,04/17/2023,"Payment to Chase card ending in 9901 04/17",-1000.00,ACCT_XFER,1019.39,,
DEBIT,04/17/2023,"Zelle payment to Joey Bogushefsky 17107115119",-466.04,QUICKPAY_DEBIT,2019.39,,
DEBIT,04/17/2023,"INTUIT *TURBOTAX CL.INTUIT.COM CA            04/16",-191.88,DEBIT_CARD,2485.43,,
DEBIT,04/17/2023,"BURGER KING #3065 CHANDLER AZ                04/15",-14.43,DEBIT_CARD,2677.31,,
DEBIT,04/17/2023,"QT 427 CHANDLER AZ                           04/15",-30.11,DEBIT_CARD,2691.74,,
DEBIT,04/17/2023,"FAST & EZ SELF STORAGE CHANDLER AZ           04/15",-8.72,DEBIT_CARD,2721.85,,
DEBIT,04/17/2023,"SHELL OIL 57442011003 SUN LAKES AZ           04/15",-17.32,DEBIT_CARD,2730.57,,
DEBIT,04/17/2023,"SQ *GAME SHOW BATTLE RO CHANDLER AZ          04/15",-5.93,DEBIT_CARD,2747.89,,
DEBIT,04/17/2023,"Zelle payment to Joey Bogushefsky 17098875560",-692.09,QUICKPAY_DEBIT,2753.82,,
DEBIT,04/17/2023,"GRUBHUBBLACKBEARDINER GRUBHUB.COM NY         04/16",-66.77,DEBIT_CARD,3445.91,,
DEBIT,04/17/2023,"HUGHES FCU ECM   LOAN PAY   18412778        WEB ID: 1751553739",-268.98,ACH_DEBIT,3512.68,,
DEBIT,04/17/2023,"METAPAY*Jessica Pugh pay.fb.com CA           04/14",-31.00,DEBIT_CARD,3781.66,,
DEBIT,04/17/2023,"JOLIES PLACE CHANDLER AZ                     04/14",-10.00,DEBIT_CARD,3812.66,,
DEBIT,04/17/2023,"Nintendo CD964596526 800-2553700 WA          04/14",-4.21,DEBIT_CARD,3822.66,,
DEBIT,04/17/2023,"JOLIES PLACE CHANDLER AZ                     04/14",-22.00,DEBIT_CARD,3826.87,,
DEBIT,04/17/2023,"JOLIES PLACE CHANDLER AZ                     04/14",-9.50,DEBIT_CARD,3848.87,,
DEBIT,04/17/2023,"JOLIES PLACE CHANDLER AZ                     04/14",-8.75,DEBIT_CARD,3858.37,,
DEBIT,04/17/2023,"JOLIES PLACE CHANDLER AZ                     04/14",-8.75,DEBIT_CARD,3867.12,,
DEBIT,04/17/2023,"GRUBHUBBLACKBEARDINER GRUBHUB.COM NY         04/15",-37.31,DEBIT_CARD,3875.87,,
DEBIT,04/14/2023,"DJs Smoke Shop 2 Chandler AZ         788710  04/14",-23.57,DEBIT_CARD,3913.18,,
DEBIT,04/14/2023,"APPLE.COM/BILL 866-712-7753 CA               04/13",-3.22,DEBIT_CARD,3936.75,,
DEBIT,04/14/2023,"APPLE.COM/BILL 866-712-7753 CA               04/13",-2.15,DEBIT_CARD,3939.97,,
DEBIT,04/13/2023,"Rocket Money     Premium    ST-B2Q4F2N3T4J6 CCD ID: 4270465600",-8.00,MISC_DEBIT,3942.12,,
DEBIT,04/12/2023,"FARMER BOYS - GILBERT - GILBERT AZ           04/11",-24.77,DEBIT_CARD,3950.12,,
DEBIT,04/12/2023,"SHELL OIL 12634667013 GILBERT AZ             04/11",-18.22,DEBIT_CARD,3974.89,,
DEBIT,04/12/2023,"VITAL4MEN CHANDLER AZ                        04/10",-35.00,DEBIT_CARD,3993.11,,
DEBIT,04/11/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          04/10",-20.28,DEBIT_CARD,4028.11,,
DEBIT,04/11/2023,"SALAD AND GO #1126 CHANDLER AZ               04/10",-5.49,DEBIT_CARD,4048.39,,
DEBIT,04/10/2023,"ANGEL EYES SMOKE SHOP GILBERT AZ             04/09",-20.00,DEBIT_CARD,4053.88,,
DEBIT,04/10/2023,"TACO BELL 037559 CHANDLER AZ                 04/09",-13.82,DEBIT_CARD,4073.88,,
DEBIT,04/10/2023,"Autosave General Saving 11388192617",-430.00,ACCT_XFER,4087.70,,
DEBIT,04/07/2023,"IC* INSTACART 888-246-7822 CA                04/07",-154.49,DEBIT_CARD,4517.70,,
DEBIT,04/07/2023,"READYREFRESH/WATERSER 800-274-5282 CA        04/07",-3.18,DEBIT_CARD,4672.19,,
CREDIT,04/07/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2944.14,ACH_CREDIT,4675.37,,
DEBIT,04/06/2023,"ZIA RECORD EXCHANGE CHA CHANDLER AZ          04/05",-2.15,DEBIT_CARD,1731.23,,
DEBIT,04/06/2023,"METAPAY*Jessica Pugh pay.fb.com CA           04/05",-32.00,DEBIT_CARD,1733.38,,
DEBIT,04/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        04/05",-56.21,DEBIT_CARD,1765.38,,
DEBIT,04/04/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-14.11,ACH_DEBIT,1821.59,,
DEBIT,04/04/2023,"SYNCHRONY BANK   PAYMENT    504662204854782 WEB ID: 1061537262",-213.00,ACH_DEBIT,1835.70,,
DEBIT,04/04/2023,"VAPE LAB 2 QUEEN CREEK AZ                    04/03",-72.02,DEBIT_CARD,2048.70,,
DEBIT,04/04/2023,"ONEMED-KIERLAND COMMON 888-6636331 AZ        04/03",-25.00,DEBIT_CARD,2120.72,,
DEBIT,04/03/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,2145.72,,
DEBIT,04/03/2023,"AMERICAN EXPRESS ACH PMT    M7936           WEB ID: 2005032111",-2.16,ACH_DEBIT,2148.72,,
DEBIT,04/03/2023,"AMERICAN EXPRESS ACH PMT    M9132           WEB ID: 2005032111",-2.16,ACH_DEBIT,2150.88,,
DEBIT,04/03/2023,"NON-CHASE ATM WITHDRAW               922963  04/0212338 EAS",-102.00,ATM,2153.04,,
DEBIT,04/03/2023,"CIRCLE K # 03490 3033 CHANDLER AZ            04/02",-9.93,DEBIT_CARD,2255.04,,
DEBIT,04/03/2023,"MCDONALD'S F24901 SUN LAKES AZ               04/02",-13.78,DEBIT_CARD,2264.97,,
DEBIT,04/03/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        04/02",-10.55,DEBIT_CARD,2278.75,,
DEBIT,04/03/2023,"CB & CB CHANDLER CHANDLER AZ                 04/01",-76.38,DEBIT_CARD,2289.30,,
DEBIT,04/03/2023,"APPLE.COM/BILL 866-712-7753 CA               04/01",-26.93,DEBIT_CARD,2365.68,,
DEBIT,04/03/2023,"SHELL SERVICE STATION GILBERT AZ     050430  04/01",-51.30,DEBIT_CARD,2392.61,,
DEBIT,04/03/2023,"CALENDLY HTTPSCALENDLY GA                    03/31",-10.71,DEBIT_CARD,2443.91,,
DEBIT,04/03/2023,"GRUBHUBBIGISLANDHAWAI GRUBHUB.COM NY         04/01",-42.59,DEBIT_CARD,2454.62,,
CREDIT,04/03/2023,"Online Transfer from SAV ...8306 transaction#: 16979139761",800.00,ACCT_XFER,2497.21,,
DEBIT,03/31/2023,"GRUBHUBBOSADONUTS GRUBHUB.COM NY             03/31",-36.25,DEBIT_CARD,1697.21,,
DEBIT,03/30/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    03/30",-20.00,DEBIT_CARD,1733.46,,
DEBIT,03/30/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    03/29",-25.00,DEBIT_CARD,1753.46,,
DEBIT,03/30/2023,"GNC CHANDLER AZ                              03/29",-94.00,DEBIT_CARD,1778.46,,
DEBIT,03/29/2023,"PIZZA HUT 35865 https://ipcha AZ             03/28",-53.81,DEBIT_CARD,1872.46,,
DEBIT,03/29/2023,"SHELL OIL 57442011003 SUN LAKES AZ           03/28",-21.15,DEBIT_CARD,1926.27,,
DEBIT,03/29/2023,"APPLE.COM/BILL 866-712-7753 CA               03/28",-23.70,DEBIT_CARD,1947.42,,
DEBIT,03/29/2023,"GRUBHUBPANDAEXPRESS GRUBHUB.COM NY           03/29",-20.15,DEBIT_CARD,1971.12,,
DEBIT,03/29/2023,"GRUBHUBCAFERIO GRUBHUB.COM NY                03/28",-52.62,DEBIT_CARD,1991.27,,
DEBIT,03/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,2043.89,,
DEBIT,03/28/2023,"WALMART.COM 800-966-6546 AR                  03/28",-43.10,DEBIT_CARD,2196.10,,
DEBIT,03/28/2023,"GRUBHUBRAISINGCANESSA GRUBHUB.COM NY         03/27",-36.67,DEBIT_CARD,2239.20,,
CREDIT,03/28/2023,"Reversal: MODE 855-9128955 CA                          03/19  ClaimId: 034804955500001",149.00,ATM,2275.87,,
DEBIT,03/27/2023,"ABC*EOS FITNESS 888-8279262 AZ               03/27",-10.14,DEBIT_CARD,2126.87,,
DEBIT,03/27/2023,"VENMO            PAYMENT    1026050624902   WEB ID: 3264681992",-30.00,ACH_DEBIT,2137.01,,
DEBIT,03/27/2023,"IC* INSTACART 888-246-7822 CA                03/26",-60.47,DEBIT_CARD,2167.01,,
DEBIT,03/27/2023,"Payment to Chase card ending in 9901 03/27",-1100.56,ACCT_XFER,2227.48,,
DEBIT,03/27/2023,"READYREFRESH/WATERSER 800-274-5282 CA        03/26",-40.48,DEBIT_CARD,3328.04,,
DEBIT,03/27/2023,"SHELL OIL 12634667013 GILBERT AZ             03/25",-8.24,DEBIT_CARD,3368.52,,
DEBIT,03/27/2023,"METAPAY*Jessica Pugh pay.fb.com CA           03/25",-80.00,DEBIT_CARD,3376.76,,
DEBIT,03/27/2023,"METAPAY*Jessica Pugh pay.fb.com CA           03/25",-25.00,DEBIT_CARD,3456.76,,
DEBIT,03/27/2023,"VAPE LAB 2 QUEEN CREEK AZ                    03/25",-55.33,DEBIT_CARD,3481.76,,
DEBIT,03/27/2023,"Wal-Mart Super Center GILBERT AZ             03/25",-48.38,DEBIT_CARD,3537.09,,
DEBIT,03/27/2023,"Autosave General Saving 11382674196",-430.00,ACCT_XFER,3585.47,,
DEBIT,03/27/2023,"SHELL OIL 12634667013 GILBERT AZ             03/24",-24.25,DEBIT_CARD,4015.47,,
DEBIT,03/27/2023,"STEAMGAMES.COM 4259522 425-8899642 WA        03/26",-31.67,DEBIT_CARD,4039.72,,
DEBIT,03/27/2023,"LABORATORY CORPORATIO 800-222-7566 NC        03/24",-9.67,DEBIT_CARD,4071.39,,
DEBIT,03/27/2023,"GRUBHUBBIGISLANDHAWAI GRUBHUB.COM NY         03/24",-42.59,DEBIT_CARD,4081.06,,
DEBIT,03/24/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          03/23",-10.00,DEBIT_CARD,4123.65,,
DEBIT,03/24/2023,"JOLIES PLACE CHANDLER AZ                     03/22",-26.66,DEBIT_CARD,4133.65,,
DEBIT,03/24/2023,"SOUTHEAST VALLEY GASTR 480-8552027 AZ        03/22",-50.00,DEBIT_CARD,4160.31,,
CREDIT,03/24/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",2944.12,ACH_CREDIT,4210.31,,
DEBIT,03/23/2023,"GEICO  *AUTO 800-841-3000 DC                 03/23",-120.86,DEBIT_CARD,1266.19,,
DEBIT,03/23/2023,"GoFundMe Mom of 3 Goi Redwood City CA        03/23",-23.00,DEBIT_CARD,1387.05,,
DEBIT,03/23/2023,"SALAD AND GO #1103 GILBERT AZ                03/22",-5.48,DEBIT_CARD,1410.05,,
DEBIT,03/22/2023,"GRUBHUBPANERABREAD GRUBHUB.COM NY            03/22",-28.97,DEBIT_CARD,1415.53,,
DEBIT,03/21/2023,"GRUBHUBBIGISLANDHAWAI GRUBHUB.COM NY         03/21",-21.34,DEBIT_CARD,1444.50,,
DEBIT,03/21/2023,"www.cvs.com 800-746-7287 RI                  03/20",-152.02,DEBIT_CARD,1465.84,,
DEBIT,03/20/2023,"LITTLE CAESARS 1327 000 CHANDLER AZ          03/19",-4.24,DEBIT_CARD,1617.86,,
DEBIT,03/20/2023,"APPLE.COM/BILL 866-712-7753 CA               03/19",-17.24,DEBIT_CARD,1622.10,,
DEBIT,03/20/2023,"HUNGRY HOWIES - 1823 GILBERT AZ              03/19",-61.37,DEBIT_CARD,1639.34,,
DEBIT,03/20/2023,"MODE 855-9128955 CA                          03/19",-149.00,DEBIT_CARD,1700.71,,
DEBIT,03/20/2023,"GRUBHUBBLACKBEARDINER GRUBHUB.COM NY         03/19",-33.84,DEBIT_CARD,1849.71,,
DEBIT,03/20/2023,"APPLE.COM/BILL 866-712-7753 CA               03/18",-17.24,DEBIT_CARD,1883.55,,
DEBIT,03/20/2023,"LYFT   *1 RIDE 03-18 LYFT.COM CA             03/19",-37.49,DEBIT_CARD,1900.79,,
DEBIT,03/20/2023,"ABC*EOS FITNESS 602-6103945 AZ               03/18",-10.00,DEBIT_CARD,1938.28,,
DEBIT,03/20/2023,"DWNTWN  THE GRAND PHOENIX AZ                 03/18",-16.00,DEBIT_CARD,1948.28,,
DEBIT,03/20/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        03/17",-51.10,DEBIT_CARD,1964.28,,
DEBIT,03/20/2023,"DWNTWN  THE GRAND PHOENIX AZ                 03/17",-26.00,DEBIT_CARD,2015.38,,
DEBIT,03/20/2023,"SHELL OIL 12634667013 GILBERT AZ             03/17",-10.38,DEBIT_CARD,2041.38,,
DEBIT,03/20/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           03/17",-52.79,DEBIT_CARD,2051.76,,
DEBIT,03/20/2023,"APPLE.COM/BILL 866-712-7753 CA               03/18",-2.15,DEBIT_CARD,2104.55,,
DEBIT,03/17/2023,"WAL-MART #2671 CHANDLER AZ                   03/17",-28.41,DEBIT_CARD,2106.70,,
DEBIT,03/17/2023,"IC* INSTACART HTTPSINSTACAR CA               03/17",-127.56,DEBIT_CARD,2135.11,,
DEBIT,03/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           03/17",-78.71,DEBIT_CARD,2262.67,,
DEBIT,03/17/2023,"CIRCLE K 09161 CHANDLER AZ                   03/16",-47.81,DEBIT_CARD,2341.38,,
DEBIT,03/16/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,2389.19,,
DEBIT,03/16/2023,"ELITE JEWELERS GROUP A CHANDLER AZ   863408  03/16",-195.29,DEBIT_CARD,2402.14,,
DEBIT,03/16/2023,"Nintendo CD945569572 800-2553700 WA          03/16",-4.21,DEBIT_CARD,2597.43,,
DEBIT,03/16/2023,"BARROS PIZZA - S MARK 480-917-0111 AZ        03/16",-42.83,DEBIT_CARD,2601.64,,
DEBIT,03/15/2023,"HUGHES FCU ECM   LOAN PAY   61727934        WEB ID: 1751553739",-268.98,ACH_DEBIT,2644.47,,
DEBIT,03/14/2023,"BASHAS' #043 SUN LAKES AZ            846917  03/14",-28.79,DEBIT_CARD,2913.45,,
DEBIT,03/14/2023,"MCDONALD'S F11018 PHOENIX AZ                 03/13",-14.53,DEBIT_CARD,2942.24,,
DEBIT,03/14/2023,"IC* INSTACART HTTPSINSTACAR CA               03/13",-81.98,DEBIT_CARD,2956.77,,
DEBIT,03/14/2023,"APPLE.COM/BILL 866-712-7753 CA               03/13",-3.22,DEBIT_CARD,3038.75,,
DEBIT,03/14/2023,"MAVRIX SCOTTSDALE AZ                         03/12",-25.00,DEBIT_CARD,3041.97,,
DEBIT,03/13/2023,"Rocket Money     Premium    ST-X1C7S1D1Q3R9 CCD ID: 1800948598",-8.00,MISC_DEBIT,3066.97,,
DEBIT,03/13/2023,"Zelle payment to Katherine Bogushefsky 16810965833",-50.00,QUICKPAY_DEBIT,3074.97,,
DEBIT,03/13/2023,"CSP* OCTANE RACEWAY SCOTTSDALE AZ            03/13",-6.48,DEBIT_CARD,3124.97,,
DEBIT,03/13/2023,"PAY*TEMPE DIABLOS TEMPE AZ                   03/11",-20.00,DEBIT_CARD,3131.45,,
DEBIT,03/13/2023,"SQ *LEGENDS HOSPITALITY Tempe AZ             03/11",-17.06,DEBIT_CARD,3151.45,,
DEBIT,03/13/2023,"SQ *LEGENDS HOSPITALITY Tempe AZ             03/11",-54.70,DEBIT_CARD,3168.51,,
DEBIT,03/13/2023,"SHELL OIL 12634667013 GILBERT AZ             03/11",-45.67,DEBIT_CARD,3223.21,,
DEBIT,03/13/2023,"Autosave General Saving 11377489459",-430.00,ACCT_XFER,3268.88,,
DEBIT,03/10/2023,"CIRCLE K 05032 6950 W CHANDLER AZ            03/10",-21.48,DEBIT_CARD,3698.88,,
DEBIT,03/10/2023,"www.cvs.com 800-746-7287 RI                  03/09",-37.99,DEBIT_CARD,3720.36,,
CREDIT,03/10/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",3166.90,ACH_CREDIT,3758.35,,
DEBIT,03/09/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-10.85,ACH_DEBIT,591.45,,
DEBIT,03/09/2023,"AMERICAN EXPRESS ACH PMT    A6212           WEB ID: 9493560001",-10.55,ACH_DEBIT,602.30,,
DEBIT,03/09/2023,"IC* INSTACART HTTPSINSTACAR CA               03/09",-1.00,DEBIT_CARD,612.85,,
DEBIT,03/09/2023,"IC* INSTACART HTTPSINSTACAR CA               03/09",-315.80,DEBIT_CARD,613.85,,
DEBIT,03/09/2023,"GRUBHUB7ELEVEN GRUBHUB.COM NY                03/09",-19.79,DEBIT_CARD,929.65,,
DEBIT,03/09/2023,"GRUBHUBDAIRYQUEEN GRUBHUB.COM NY             03/09",-39.50,DEBIT_CARD,949.44,,
DEBIT,03/09/2023,"JOLIES PLACE CHANDLER AZ                     03/07",-27.05,DEBIT_CARD,988.94,,
DEBIT,03/09/2023,"JOLIES PLACE CHANDLER AZ                     03/07",-12.00,DEBIT_CARD,1015.99,,
DEBIT,03/08/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           03/07",-32.32,DEBIT_CARD,1027.99,,
DEBIT,03/08/2023,"www.cvs.com 800-746-7287 RI                  03/07",-28.27,DEBIT_CARD,1060.31,,
DEBIT,03/07/2023,"DJs Smoke Shop 2 Chandler AZ         046741  03/07",-23.57,DEBIT_CARD,1088.58,,
DEBIT,03/07/2023,"WAL-MART #1512 CHANDLER AZ                   03/07",-5.36,DEBIT_CARD,1112.15,,
DEBIT,03/07/2023,"ATM WITHDRAWAL                       008780  03/073231 E PE",-300.00,ATM,1117.51,,
DEBIT,03/07/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          03/06",-10.00,DEBIT_CARD,1417.51,,
DEBIT,03/07/2023,"VITAL4MEN CHANDLER AZ                        03/06",-35.00,DEBIT_CARD,1427.51,,
DEBIT,03/07/2023,"SHELL OIL 12634667013 GILBERT AZ             03/06",-6.07,DEBIT_CARD,1462.51,,
DEBIT,03/06/2023,"SHELL SERVICE STATION GILBERT AZ     081648  03/06",-39.80,DEBIT_CARD,1468.58,,
DEBIT,03/06/2023,"Zelle payment to Joey Bogushefsky 16750294057",-307.82,QUICKPAY_DEBIT,1508.38,,
DEBIT,03/06/2023,"MCDONALD'S F24901 SUN LAKES AZ               03/05",-12.94,DEBIT_CARD,1816.20,,
DEBIT,03/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        03/05",-56.21,DEBIT_CARD,1829.14,,
DEBIT,03/06/2023,"JOLIES PLACE CHANDLER AZ                     03/04",-6.75,DEBIT_CARD,1885.35,,
DEBIT,03/06/2023,"JOLIES PLACE CHANDLER AZ                     03/04",-19.50,DEBIT_CARD,1892.10,,
